laptop_id,full_name_with_specs,link_profile,full_name,producer,model,cpu,cpu_mark,gpu,disc,ram,ram_tech,display_size,display_resolution,display_hz,display_tech,weight,hdmi_version,wifi_version,bluetooth_version,webcam_resolution,microphone_count,publishing_date,price_in_dollar,review_link,amazon_link,dimensions,ethernet,fingerprint_reader,service_rank,service_level
622,"Dell Inspiron 15 7577ProcessorIntel Core i7-7700HQInternal memory16GB RAMVideo cardNVIDIA GeForce GTX 1060 Max-Q (6GB GDDR5)Display15.6”, Full HD (1920 x 1080), IPSHard drive1000GB HDDSolid-state drive128GB SSD",https://laptopmedia.com/laptop-specs/dell-inspiron-15-7577-15/,Dell Inspiron 15 7577,Dell,Inspiron157577,Intel Core i7-7700HQ,6925,NVIDIA GeForce GTX 1060 Max-Q (6GB GDDR5),128GB SSD + 1000GB HDD,16GB,,15.6”, Full HD (1920 x 1080),, IPS,"389 x 274 x 24.95 mm (15.31"" x 10.79"" x 0.98"")",,802.11ac,4.2,,,13.12.2017,,,,,,,4,80/100
623,"ASUS TUF Gaming FX504ProcessorIntel Core i7-8750HInternal memory16GB RAMVideo cardIntel UHD Graphics 630Display15.6”, Full HD (1920 x 1080), 120 Hz, TNHard drive1000GB HDDSolid-state drive256GB SSD",https://laptopmedia.com/laptop-specs/asus-tuf-gaming-fx504-21/,ASUS TUF Gaming FX504,ASUS,TUFGamingFX504,Intel Core i7-8750H,9956,Intel UHD Graphics 630,256GB SSD + 1000GB HDD,16GB,,15.6”, Full HD (1920 x 1080), 120 Hz,,"384 x 262 x 25.1 mm (15.12"" x 10.31"" x 0.99"")",1.4,802.11ac,4.1,,,14.08.2018,$1199.99,https://laptopmedia.com/review/asus-tuf-fx504-review-member-of-the-new-gaming-line-up-with-core-i7-8750h/,https://www.amazon.com/exec/obidos/ASIN/B07F6K21HJ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,,,,5,80/100
624,"ASUS ROG G531ProcessorIntel Core i7-9750HInternal memory16GB RAMVideo cardNVIDIA GeForce GTX 1650 (Laptop)Display15.6”, Full HD (1920 x 1080), IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/asus-rog-g531-43/,ASUS ROG G531,ASUS,ROGG531,Intel Core i7-9750H,10948,NVIDIA GeForce GTX 1650 (Laptop),512GB SSD,16GB,,15.6”, Full HD (1920 x 1080),, IPS,"361 x 274 x 25.9 mm (14.21"" x 10.79"" x 1.02"")",2.0,Intel 9560 2x2 802.11ac Wave 2 Gigabit WiFi,5.0,,,03.07.2019,$974.25,https://laptopmedia.com/review/asus-rog-strix-g531-review-budget-gaming-laptop-swimming-in-rgb/,https://www.amazon.com/exec/obidos/ASIN/B07THN4VB9?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,,"10, 100, 1000 Mbit/s",Fingerprint reader,5,80/100
625,"Lenovo Y50ProcessorIntel Core i7-4700HQInternal memory16GB RAMVideo cardNVIDIA GeForce GTX 860M (2GB GDDR5, GM107)Display15.6”, 4K UHD (3840 x 2160), IPSSolid-state drive256GB SSD",https://laptopmedia.com/laptop-specs/lenovo-y50-4/,Lenovo Y50,Lenovo,Y50,Intel Core i7-4700HQ,5642,"NVIDIA GeForce GTX 860M (2GB GDDR5, GM107)",256GB SSD,16GB,,15.6”, 4K UHD (3840 x 2160),, IPS,2.40 kg (5.3 lbs),,,4.0,720p,2x Microphones,03.07.2017,$799.00,https://laptopmedia.com/review/lenovo-y50-gtx-960m-review-the-slimmed-down-powerhouse-got-even-better/,https://www.amazon.com/exec/obidos/ASIN/B00K6ZIMFY?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,,"10, 100, 1000 Mbit/s",Fingerprint reader,3,85/100
626,"Lenovo ThinkPad T14s Gen 1ProcessorAMD Ryzen 5 PRO 4650UInternal memory8GB RAMVideo cardAMD Radeon RX Vega 6 (R4000/5000, 15W)Display14.0”, Full HD (1920 x 1080), IPSSolid-state drive256GB SSD",https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t14s-gen-1-amd-11/,Lenovo ThinkPad T14s Gen 1,Lenovo,ThinkPadT14sGen1,AMD Ryzen 5 PRO 4650U,12732,"AMD Radeon RX Vega 6 (R4000/5000, 15W)",256GB SSD,8GB,3200MHz,14.0”, Full HD (1920 x 1080),, IPS,"329 x 225.8 x 16.1 mm (12.95"" x 8.89"" x 0.63"")",2.0,802.11ax,5.1,720p,2x Microphones,29.10.2020,,,,,,Fingerprint reader,3,85/100
627,"ASUS TUF Gaming FX504ProcessorIntel Core i5-8300HInternal memory16GB RAMVideo cardNVIDIA GeForce GTX 1050 (4GB GDDR5)Display15.6”, Full HD (1920 x 1080), IPSHard drive2000GB HDDSolid-state drive256GB SSD",https://laptopmedia.com/laptop-specs/asus-tuf-gaming-fx504-285/,ASUS TUF Gaming FX504,ASUS,TUFGamingFX504,Intel Core i5-8300H,7466,NVIDIA GeForce GTX 1050 (4GB GDDR5),256GB SSD + 2000GB HDD,16GB,,15.6”, Full HD (1920 x 1080),, IPS,"384 x 262 x 25.1 mm (15.12"" x 10.31"" x 0.99"")",1.4,802.11ac,4.1,,,20.03.2020,,,,,,Fingerprint reader,5,80/100
628,"Acer Chromebook 11 (CB3-131)ProcessorIntel Celeron N2840Internal memory2GB RAMVideo cardIntel HD Graphics (Bay Trail)Display11.6”, HD (1366 x 768), IPSSolid-state drive16GB SSD",https://laptopmedia.com/laptop-specs/acer-chromebook-11-cb3-131/,Acer Chromebook 11 (CB3-131),Acer,Chromebook11(CB3-131),Intel Celeron N2840,589,Intel HD Graphics (Bay Trail),16GB SSD,2GB,,11.6”, HD (1366 x 768),, IPS,3.2 Gen 1 (5 Gbps),,802.11a/b/g/n/ac,4.0,720p,,02.06.2017,,,,,,Fingerprint reader,7,73/100
629,"Dell Latitude 5500ProcessorIntel Core i7-8665UInternal memory16GB RAMVideo cardIntel UHD Graphics 620Display15.6”, Full HD (1920 x 1080), IPSSolid-state drive256GB SSD",https://laptopmedia.com/laptop-specs/dell-latitude-5500-48/,Dell Latitude 5500,Dell,Latitude5500,Intel Core i7-8665U,6281,Intel UHD Graphics 620,256GB SSD,16GB,,15.6”, Full HD (1920 x 1080),, IPS,"359 x 236 x 20 mm (14.13"" x 9.29"" x 0.79"")",1.4b,802.11ac,5.0,720p,1x Microphone,02.03.2020,,,,,"10, 100, 1000 Mbit/s",,4,80/100
630,"Lenovo 100e Chromebook 2nd GenProcessorAMD A6-9220CInternal memory4GB RAMVideo cardAMD Radeon R4Display11.6”, HD (1366 x 768), TNSolid-state drive32GB SSD",https://laptopmedia.com/laptop-specs/lenovo-100e-chromebook-2nd-gen-39/,Lenovo 100e Chromebook 2nd Gen,Lenovo,100eChromebook2ndGen,AMD A6-9220C,1053,AMD Radeon R4,32GB SSD,4GB,,11.6”, HD (1366 x 768),, TN,"3.2 Gen 1 (5 Gbps), Power Delivery (PD)",,802.11ac,4.1,720p,,05.02.2021,,,,,,,3,85/100
631,"Lenovo ThinkPad C13 Yoga Gen 1 ChromebookProcessorAMD Athlon Gold 3150CInternal memory4GB RAMVideo cardAMD Radeon RX Vega 3Display13.3”, Full HD (1920 x 1080), IPSSolid-state drive32GB SSD",https://laptopmedia.com/laptop-specs/lenovo-thinkpad-c13-yoga-gen-1-chromebook/,Lenovo ThinkPad C13 Yoga Gen 1 Chromebook,Lenovo,ThinkPadC13YogaGen1Chromebook,AMD Athlon Gold 3150C,3292,AMD Radeon RX Vega 3,32GB SSD,4GB,2400MHz,13.3”, Full HD (1920 x 1080),, IPS,3.2 Gen 1 (5 Gbps),2.0,802.11ax,5.0,720p,2x Microphones,26.01.2021,,,,,,Fingerprint reader,3,85/100
632,"HP EliteBook 840 Aero G8ProcessorIntel Core i5-1135G7Internal memory16GB RAMVideo cardIntel Iris Xe Graphics G7 (80EU)Display14.0”, Full HD (1920 x 1080), IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/hp-elitebook-840-aero-g8-5/,HP EliteBook 840 Aero G8,HP,EliteBook840AeroG8,Intel Core i5-1135G7,9901,Intel Iris Xe Graphics G7 (80EU),512GB SSD,16GB,"DDR4,3200MHz",14.0”, Full HD (1920 x 1080),, IPS,Thunderbolt 4,2.0,802.11ax,5.0,720p,3x Microphones,23.06.2021,,,,,,Fingerprint reader,9,63/100
633,"ASUS ZenBook 14 UM425ProcessorAMD Ryzen 5 5500UInternal memory8GB RAMVideo cardNVIDIA GeForce MX450 (GDDR5, 25W)Display14.0”, Full HD (1920 x 1080), IPSSolid-state drive256GB SSD",https://laptopmedia.com/laptop-specs/asus-zenbook-14-um425-14/,ASUS ZenBook 14 UM425,ASUS,ZenBook14UM425,AMD Ryzen 5 5500U,13159,"NVIDIA GeForce MX450 (GDDR5, 25W)",256GB SSD,8GB,4266MHz,14.0”, Full HD (1920 x 1080),, IPS,"319 x 210 x 14.3 mm (12.56"" x 8.27"" x 0.56"")",,802.11ac/ax,5.0,720p,1x Microphone,23.06.2021,,,,,,,5,80/100
634,"Acer Nitro 5ProcessorIntel Core i5-10300HInternal memory16GB RAMVideo cardNVIDIA GeForce RTX 3050 (Laptop, 75W)Display15.6”, Full HD (1920 x 1080), 144 Hz, IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/acer-nitro-5-731/,Acer Nitro 5,Acer,Nitro5,Intel Core i5-10300H,8489,"NVIDIA GeForce RTX 3050 (Laptop, 75W)",512GB SSD,16GB,,15.6”, Full HD (1920 x 1080), 144 Hz,,"363.4 x 255 x 23.9 mm (14.31"" x 10.04"" x 0.94"")",,802.11ax,5.0,720p,,26.11.2021,$899.00,https://laptopmedia.com/review/acer-nitro-5-an515-55-review-can-it-handle-the-comet-lake-h-processors/,https://www.amazon.com/exec/obidos/ASIN/B09MKBKHHB?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,,,Fingerprint reader,7,73/100
635,"HP EliteBook 830 G8ProcessorIntel Core i5-1145G7Internal memory16GB RAMVideo cardIntel Iris Xe Graphics G7 (80EU)Display13.3”, Full HD (1920 x 1080), IPSSolid-state drive1000GB SSD",https://laptopmedia.com/laptop-specs/hp-elitebook-830-g8-15/,HP EliteBook 830 G8,HP,EliteBook830G8,Intel Core i5-1145G7,9950,Intel Iris Xe Graphics G7 (80EU),1000GB SSD,16GB,3200MHz,13.3”, Full HD (1920 x 1080),, IPS,17.9 mm,2.0,802.11ax,5.0,720p,2x Microphones,20.12.2021,,,,,,Fingerprint reader,9,63/100
636,"Dell G5 5511ProcessorIntel Core i5-11400HInternal memory8GB RAMVideo cardNVIDIA GeForce RTX 3050 Ti (Laptop, 95W)Display15.6”, Full HD (1920 x 1080), 120 Hz, IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/dell-g5-5511-20/,Dell G5 5511,Dell,G55511,Intel Core i5-11400H,15832,"NVIDIA GeForce RTX 3050 Ti (Laptop, 95W)",512GB SSD,8GB,"DDR4,3200MHz",15.6”, Full HD (1920 x 1080), 120 Hz,,"357.26 x 272.11 x 21.32 - 25.33 mm (14.07"" x 10.71"" x 0.84"")",2.1,802.11ax,5.2,720p,2x Microphones,23.11.2021,$1199.99,https://laptopmedia.com/review/dell-g15-5511/,https://www.amazon.com/exec/obidos/ASIN/B09MC3WR5R?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,,"10, 100, 1000, 2500 Mbit/s",Fingerprint reader,4,80/100
637,"HP 15ProcessorIntel Celeron N4020Internal memory8GB RAMVideo cardIntel UHD Graphics 600Display15.6”, Full HD (1920 x 1080), IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/hp-15-7232/,HP 15,HP,15,Intel Celeron N4020,1559,Intel UHD Graphics 600,512GB SSD,8GB,,15.6”, Full HD (1920 x 1080),, IPS,"358.5 x 242 x 19.9 mm (14.11"" x 9.53"" x 0.78"")",1.4b,802.11ac,4.2,720p,2x Microphones,23.11.2021,,,,,"10, 100, 1000 Mbit/s",,9,63/100
638,"Lenovo ThinkPad X1 Carbon 8ProcessorIntel Core i7-10610UInternal memory16GB RAMVideo cardIntel UHD GraphicsDisplay14.0”, WQHD (2560 x 1440), IPSSolid-state drive2000GB SSD",https://laptopmedia.com/laptop-specs/lenovo-thinkpad-x1-carbon-8-65/,Lenovo ThinkPad X1 Carbon 8,Lenovo,ThinkPadX1Carbon8,Intel Core i7-10610U,6826,Intel UHD Graphics,2000GB SSD,16GB,2133MHz,14.0”, WQHD (2560 x 1440),, IPS,"323 x 217 x 14.9 mm (12.72"" x 8.54"" x 0.59"")",1.4b,802.11ax,5.0,720p,4x Microphones,25.11.2020,$1399.98,https://laptopmedia.com/review/lenovo-thinkpad-x1-carbon-8th-gen-review-the-popular-premium-series-gets-even-better/,https://www.amazon.com/exec/obidos/ASIN/B08M6GDG7T?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,,,Fingerprint reader,3,85/100
639,"Lenovo ThinkPad 11e (5th Gen)ProcessorIntel Celeron N4100Internal memory8GB RAMVideo cardIntel UHD Graphics 600Display11.6”, HD (1366 x 768), TNSolid-state drive128GB SSD",https://laptopmedia.com/laptop-specs/lenovo-thinkpad-11e-5th-gen-3/,Lenovo ThinkPad 11e (5th Gen),Lenovo,ThinkPad11e(5thGen),Intel Celeron N4100,2427,Intel UHD Graphics 600,128GB SSD,8GB,2400MHz,11.6”, HD (1366 x 768),, TN,1.36 kg (3 lbs),1.4b,802.11ac,5.0,720p,1x Microphone,04.08.2020,,,,,"10, 100, 1000 Mbit/s",,3,85/100
640,"HP OMEN 16ProcessorIntel Core i7-11800HInternal memory32GB RAMVideo cardNVIDIA GeForce RTX 3070 (Laptop)Display16.1″, QHD (2560 x 1600), 165 Hz, IPSSolid-state drive2000GB SSD",https://laptopmedia.com/laptop-specs/hp-omen-16-208/,HP OMEN 16,HP,OMEN16,Intel Core i7-11800H,20772,NVIDIA GeForce RTX 3070 (Laptop),2000GB SSD,32GB,,16.1″, QHD (2560 x 1600), 165 Hz,,,2.1,802.11ax,5.2,720p,2x Microphones,27.04.2022,$2499.00,https://laptopmedia.com/review/hp-omen-16-16-b0000-review/,https://www.amazon.com/exec/obidos/ASIN/B09YHCRYM5?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,"369.3 x 247.9 x 23.1 mm (14.54"" x 9.76"" x 0.91"")","10, 100, 1000 Mbit/s",Fingerprint reader,9,63/100
641,"HP EliteBook x360 1040 G9ProcessorIntel Core i7-1265UInternal memory16GB RAMVideo cardIntel Iris Xe Graphics G7 (96EU)Display14.0”, WUXGA (1920 x 1200), IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/hp-elitebook-x360-1040-g9-6/,HP EliteBook x360 1040 G9,HP,EliteBookx3601040G9,Intel Core i7-1265U,13998,Intel Iris Xe Graphics G7 (96EU),512GB SSD,16GB,,14.0”, WUXGA (1920 x 1200),, IPS,3.2 Gen 1 (5 Gbps),2.0,802.11ax,5.2,720p,2x Microphones,27.07.2022,,,,,,Fingerprint reader,9,63/100
642,"Lenovo V15ProcessorIntel Core i3-1005G1Internal memory4GB RAMVideo cardIntel UHD Graphics G1Display15.6”, Full HD (1920 x 1080), TNHard drive500GB HDD",https://laptopmedia.com/laptop-specs/lenovo-v15-44/,Lenovo V15,Lenovo,V15,Intel Core i3-1005G1,4989,Intel UHD Graphics G1,500GB HDD,4GB,,15.6”, Full HD (1920 x 1080),, TN,"362 x 252 x 19.9 mm (14.25"" x 9.92"" x 0.78"")",1.4b,802.11ac,4.2,720p,1x Microphone,31.08.2020,,,,,,Fingerprint reader,3,85/100
643,"ASUS ExpertBook B1ProcessorIntel Core i5-1135G7Internal memory16GB RAMVideo cardIntel Iris Xe Graphics G7 (80EU)Display14.0”, Full HD (1920 x 1080), TNSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/asus-expertbook-b1-80/,ASUS ExpertBook B1,ASUS,ExpertBookB1,Intel Core i5-1135G7,9901,Intel Iris Xe Graphics G7 (80EU),512GB SSD,16GB,,14.0”, Full HD (1920 x 1080),, TN,"323.4 x 215.6 x 19.2 mm (12.73"" x 8.49"" x 0.76"")",1.4,802.11ax,5.0,720p,1x Microphone,14.09.2022,,,,,"10, 100, 1000 Mbit/s",Fingerprint reader,5,80/100
644,"HP Victus 15ProcessorIntel Core i5-12450HInternal memory16GB RAMVideo cardNVIDIA GeForce GTX 1650 (Laptop)Display15.6”, Full HD (1920 x 1080), 144 Hz, IPSSolid-state drive1000GB SSD",https://laptopmedia.com/laptop-specs/hp-victus-15-244/,HP Victus 15,HP,Victus15,Intel Core i5-12450H,17762,NVIDIA GeForce GTX 1650 (Laptop),1000GB SSD,16GB,,15.6”, Full HD (1920 x 1080), 144 Hz,,"357.88 x 255.01 x 23.5 mm (14.09"" x 10.04"" x 0.93"")",2.1,802.11ax,5.2,720p,2x Microphones,21.09.2022,$799.98,https://laptopmedia.com/review/hp-victus-15-15-fb0000-review-we-cracked-the-reason-for-the-low-price/,https://www.amazon.com/exec/obidos/ASIN/B0C6DHR48C?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,,"10, 100, 1000 Mbit/s",Fingerprint reader,9,63/100
645,"ASUS ROG Strix G17ProcessorAMD Ryzen 9 5900HSInternal memory64GB RAMVideo cardNVIDIA GeForce RTX 3050 Ti (Laptop, 95W)Display17.3”, Full HD (1920 x 1080), 144 Hz, IPSSolid-state drive2000GB SSD",https://laptopmedia.com/laptop-specs/asus-rog-strix-g17-105/,ASUS ROG Strix G17,ASUS,ROGStrixG17,AMD Ryzen 9 5900HS,21851,"NVIDIA GeForce RTX 3050 Ti (Laptop, 95W)",2000GB SSD,64GB,,17.3”, Full HD (1920 x 1080), 144 Hz,,"395 x 282.1 x 23.4 ~ 27.5 mm (15.55"" x 11.11"" x 0.92"")",2.0b,802.11ax,5.1,,1x Microphone,31.10.2022,$1399.99,https://laptopmedia.com/review/asus-rog-strix-g17-g713-review-monstrous-hardware-and-a-300hz-display/,https://www.amazon.com/exec/obidos/ASIN/B0BJ2GKYBQ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,,"10, 100, 1000 Mbit/s",Fingerprint reader,5,80/100
646,"ASUS VivoBook S15 S533ProcessorIntel Core i5-1135G7Internal memory8GB RAMVideo cardIntel Iris Xe Graphics G7 (80EU)Display15.6”, Full HD (1920 x 1080), IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/asus-vivobook-s15-s533ea-dh51-rd/,ASUS VivoBook S15 S533,ASUS,VivoBookS15S533,Intel Core i5-1135G7,9901,Intel Iris Xe Graphics G7 (80EU),512GB SSD,8GB,2666MHz,15.6”, Full HD (1920 x 1080),, IPS,"359.8 x 233.8 x 16.1 mm (14.17"" x 9.20"" x 0.63"")",,802.11ax,5.0,720p,1x Microphone,09.12.2020,,,,,,Fingerprint reader,5,80/100
647,"Lenovo ThinkPad X1 Carbon 6ProcessorIntel Core i7-8650UInternal memory16GB RAMVideo cardIntel UHD Graphics 620Display14.0”, WQHD (2560 x 1440), IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/lenovo-thinkpad-x1-carbon-6-118/,Lenovo ThinkPad X1 Carbon 6,Lenovo,ThinkPadX1Carbon6,Intel Core i7-8650U,6295,Intel UHD Graphics 620,512GB SSD,16GB,2133MHz,14.0”, WQHD (2560 x 1440),, IPS,"324 x 217 x 15.95 mm (12.76"" x 8.54"" x 0.63"")",1.4b,802.11ac,4.1,,2x Microphones,21.10.2020,,,,,,Fingerprint reader,3,85/100
648,"Lenovo Legion Slim 7i 16ProcessorIntel Core i7-12700HInternal memory24GB RAMVideo cardNVIDIA GeForce RTX 3060 (Laptop, 100W)Display16.0″, WUXGA (1920 x 1200), 165 Hz, IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/lenovo-legion-slim-7i-16-7/,Lenovo Legion Slim 7i 16,Lenovo,LegionSlim7i16,Intel Core i7-12700H,26457,"NVIDIA GeForce RTX 3060 (Laptop, 100W)",512GB SSD,24GB,,16.0″, WUXGA (1920 x 1200), 165 Hz,,,2.1,802.11ax,5.1,720p / 1080p,2x Microphones,13.12.2022,,,,,,Fingerprint reader,3,85/100
649,"HP 15ProcessorIntel Core i7-1065G7Internal memory8GB RAMVideo cardIntel Iris Plus Graphics G7Display15.6”, Full HD (1920 x 1080), IPSSolid-state drive256GB SSD",https://laptopmedia.com/laptop-specs/hp-15-7482/,HP 15,HP,15,Intel Core i7-1065G7,8417,Intel Iris Plus Graphics G7,256GB SSD,8GB,2666MHz,15.6”, Full HD (1920 x 1080),, IPS,3.2 Gen 1 (5 Gbps),1.4b,802.11ac,4.2,720p,2x Microphones,01.12.2021,,,,,,Fingerprint reader,9,63/100
650,"HP ProBook 455 G8ProcessorAMD Ryzen 5 5600UInternal memory8GB RAMVideo cardAMD Radeon RX Vega 6 (R4000/5000, 15W)Display15.6”, Full HD (1920 x 1080), IPSSolid-state drive256GB SSD",https://laptopmedia.com/laptop-specs/hp-probook-455-g8/,HP ProBook 455 G8,HP,ProBook455G8,AMD Ryzen 5 5600U,15474,"AMD Radeon RX Vega 6 (R4000/5000, 15W)",256GB SSD,8GB,3200MHz,15.6”, Full HD (1920 x 1080),, IPS,"359.4 x 233.9 x 19.8 mm (14.15"" x 9.21"" x 0.78"")",1.4b,802.11ax,5.0,720p,2x Microphones,29.03.2021,,,,,"10, 100, 1000 Mbit/s",,9,63/100
651,"Lenovo IdeaPad 3 15ProcessorAMD Ryzen 5 3500UInternal memory8GB RAMVideo cardAMD Radeon RX Vega 8 (R2000/3000, 15W)Display15.6”, Full HD (1920 x 1080), TNSolid-state drive256GB SSD",https://laptopmedia.com/laptop-specs/lenovo-ideapad-3-15-1495/,Lenovo IdeaPad 3 15,Lenovo,IdeaPad315,AMD Ryzen 5 3500U,6994,"AMD Radeon RX Vega 8 (R2000/3000, 15W)",256GB SSD,8GB,"DDR4,2400MHz",15.6”, Full HD (1920 x 1080),, TN,"362.2 x 253.4 x 19.9 mm (14.26"" x 9.98"" x 0.78"")",1.4b,802.11ax,5.0,720p,2x Microphones,09.08.2021,,,,,,Fingerprint reader,3,85/100
652,"ASUS TUF Gaming F17ProcessorIntel Core i5-11260HInternal memory8GB RAMVideo cardNVIDIA GeForce RTX 3050 Ti (Laptop, 75W)Display17.3”, Full HD (1920 x 1080), 144 Hz, IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/asus-tuf-gaming-f17-fx706-142/,ASUS TUF Gaming F17,ASUS,TUFGamingF17,Intel Core i5-11260H,15776,"NVIDIA GeForce RTX 3050 Ti (Laptop, 75W)",512GB SSD,8GB,3200MHz,17.3”, Full HD (1920 x 1080), 144 Hz,,"399 x 269 x 23.9 ~ 24.8 mm (15.71"" x 10.59"" x 0.94"")",2.0b,802.11ax,5.2,720p,1x Microphone,30.09.2021,,,,,,Fingerprint reader,5,80/100
653,"Acer Nitro 5ProcessorIntel Core i5-10300HInternal memory32GB RAMVideo cardNVIDIA GeForce RTX 3050 (Laptop, 75W)Display15.6”, Full HD (1920 x 1080), 144 Hz, IPSSolid-state drive1000GB SSD",https://laptopmedia.com/laptop-specs/acer-nitro-5-940/,Acer Nitro 5,Acer,Nitro5,Intel Core i5-10300H,8489,"NVIDIA GeForce RTX 3050 (Laptop, 75W)",1000GB SSD,32GB,,15.6”, Full HD (1920 x 1080), 144 Hz,,"363.4 x 255 x 23.9 mm (14.31"" x 10.04"" x 0.94"")",,802.11ax,5.0,720p,,24.02.2022,$823.00,https://laptopmedia.com/review/acer-nitro-5-an515-55-review-can-it-handle-the-comet-lake-h-processors/,https://www.amazon.com/exec/obidos/ASIN/B09T55BJNM?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,,,Fingerprint reader,7,73/100
654,"HP Chromebook 14ProcessorIntel Pentium Silver N5030Internal memory4GB RAMVideo cardIntel UHD Graphics 605Display14.0”, HD (1366 x 768), TNSolid-state drive64GB SSD",https://laptopmedia.com/laptop-specs/hp-chromebook-14-86/,HP Chromebook 14,HP,Chromebook14,Intel Pentium Silver N5030,2621,Intel UHD Graphics 605,64GB SSD,4GB,2400MHz,14.0”, HD (1366 x 768),, TN,3.2 Gen 1 (5 Gbps),,802.11ac,5.0,720p,2x Microphones,01.11.2021,,,,,,,9,63/100
655,"MSI GF65 ThinProcessorIntel Core i5-9300HInternal memory16GB RAMVideo cardNVIDIA GeForce GTX 1660 Ti (Laptop)Display15.6”, Full HD (1920 x 1080), 120 Hz, IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/msi-gf65-thin-1573/,MSI GF65 Thin,MSI,GF65Thin,Intel Core i5-9300H,7645,NVIDIA GeForce GTX 1660 Ti (Laptop),512GB SSD,16GB,,15.6”, Full HD (1920 x 1080), 120 Hz,,3.2 Gen 2 (10 Gbps),,802.11ac,5.0,720p,,06.07.2022,,,,,,Fingerprint reader,10,44/100
656,"Lenovo ThinkPad L14 Gen 3ProcessorAMD Ryzen 5 PRO 5675UInternal memory16GB RAMVideo cardAMD Radeon RX Vega 7 (R4000/5000, 15W)Display14.0”, Full HD (1920 x 1080), IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/lenovo-thinkpad-l14-gen-3-7/,Lenovo ThinkPad L14 Gen 3,Lenovo,ThinkPadL14Gen3,AMD Ryzen 5 PRO 5675U,14448,"AMD Radeon RX Vega 7 (R4000/5000, 15W)",512GB SSD,16GB,3200MHz,14.0”, Full HD (1920 x 1080),, IPS,3.2 Gen 1 (5 Gbps),2.1,802.11ax,5.2,720p / 1080p,2x Microphones,12.04.2022,,,,,"10, 100, 1000 Mbit/s",,3,85/100
657,"Lenovo ThinkPad T15 Gen 2ProcessorIntel Core i5-1135G7Internal memory16GB RAMVideo cardIntel Iris Xe Graphics G7 (80EU)Display15.6”, Full HD (1920 x 1080), IPSSolid-state drive256GB SSD",https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t15-gen-2-162/,Lenovo ThinkPad T15 Gen 2,Lenovo,ThinkPadT15Gen2,Intel Core i5-1135G7,9901,Intel Iris Xe Graphics G7 (80EU),256GB SSD,16GB,DDR4,15.6”, Full HD (1920 x 1080),, IPS,"365.8 x 248 x 19.1 mm (14.40"" x 9.76"" x 0.75"")",2.0,802.11ax,5.2,720p,2x Microphones,14.04.2022,,,,,"10, 100, 1000 Mbit/s",Fingerprint reader,3,85/100
658,"ASUS ProArt StudioBook 16ProcessorIntel Core i7-12700HInternal memory16GB RAMVideo cardNVIDIA GeForce RTX 3070 Ti (Laptop)Display16.0”, WQUXGA (3840 x 2400), OLEDSolid-state drive1000GB SSD",https://laptopmedia.com/laptop-specs/asus-proart-studiobook-16-39/,ASUS ProArt StudioBook 16,ASUS,ProArtStudioBook16,Intel Core i7-12700H,26457,NVIDIA GeForce RTX 3070 Ti (Laptop),1000GB SSD,16GB,,16.0”, WQUXGA (3840 x 2400),, OLED,"362 x 264 x 19.9 - 21.4 mm (14.25"" x 10.39"" x 0.78"")",2.1,802.11ax,5.2,720p,1x Microphone,03.07.2022,,,,,"10, 100, 1000 Mbit/s",Fingerprint reader,5,80/100
